REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,00406051201,OXYCODONE,12.0,,,056817768,,0.0,1062006,5.379,1200.0,601013746,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9193,00406035805,HYDROCODONE,2.0,,,,,0.0,6072006,4.5405,1000.0,606015730,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,00406055201,OXYCODONE,3.0,,,061803497,,0.0,6192006,1.34475,300.0,606045116,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,68774016301,OXYCODONE,1.0,,,061803507,,0.0,7052006,3.5860000000000003,100.0,607003723,OXYCODONE.HCL ER 40MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,40.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9193,00406036501,HYDROCODONE,1.0,,,,,0.0,7052006,0.3027,100.0,607003726,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,60951079670,OXYCODONE,3.0,,,061803516,,0.0,7262006,2.017125,300.0,607056789,ENDOCET TABS;7.5MG OXYCODONE.HCL & 5,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,00406055201,OXYCODONE,1.0,,,064697512,,0.0,11142006,0.44825,100.0,611036079,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,00406051205,OXYCODONE,1.0,,,065778631,,0.0,1152007,2.24125,500.0,701040981,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9193,00406036105,HYDROCODONE,1.0,,,,,0.0,2062007,3.027,500.0,702010766,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AF2597675,RETAIL PHARMACY,"THE MEDICINE SHOPPE, #1177",,P.O. BOX 67,9893 GENERAL PULLER HIGHWAY,HARTFIELD,VA,23071,MIDDLESEX,S,9143,00406051205,OXYCODONE,1.0,,,065778625,,0.0,2272007,2.24125,500.0,702072877,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
