REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9143,60951070070,OXYCODONE,2.0,,,054751228,,0.0,3072006,1.34475,200.0,603018480,ENDOCET - 7.5MG OXYCODONE.HCL/325MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406036101,HYDROCODONE,3.0,,,,,0.0,3232006,1.8162,300.0,603065310,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406035901,HYDROCODONE,1.0,,,,,0.0,4282006,0.45405,100.0,604068609,HYDROCODONE BITARTRATE & ACETAMINOPH,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9143,66591093141,OXYCODONE,3.0,,,060909974,,0.0,5192006,1.34475,300.0,605052186,ROXICODONE TABS.(OXYCODONE HCI);5MG;,OXYCODONE HYDROCHLORIDE,TAB,1.5,AAI Pharma,AAI Pharma,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9143,60951071270,OXYCODONE,1.0,,,062983641,,0.0,7192006,0.8965,100.0,607043302,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406035801,HYDROCODONE,2.0,,,,,0.0,11162006,0.9081,200.0,611046435,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406036701,HYDROCODONE,1.0,,,,,0.0,1022007,0.6054,100.0,701002595,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406036101,HYDROCODONE,2.0,,,,,0.0,2142007,1.2108,200.0,702038463,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406035901,HYDROCODONE,1.0,,,,,0.0,2212007,0.45405,100.0,702059384,HYDROCODONE BITARTRATE & ACETAMINOPH,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9143,00406052301,OXYCODONE,1.0,,,070916162,,0.0,3082007,0.8965,100.0,703023744,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406036301,HYDROCODONE,1.0,,,,,0.0,4182007,0.6054,100.0,704046357,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9193,00406035705,HYDROCODONE,1.0,,,,,0.0,5082007,1.5135,500.0,705020383,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9143,00406055201,OXYCODONE,5.0,,,066904402,,0.0,5142007,2.24125,500.0,705036165,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,AD6270348,RETAIL PHARMACY,DILLWYN PHARMACY,,1054 MAIN STREET,,DILLWYN,VA,23936,BUCKINGHAM,S,9143,00093002401,OXYCODONE,1.0,,,066904402,,0.0,5142007,0.8965,100.0,705036167,OXYCODONE HYDROCHLORIDE EXTENDED REL,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Teva Pharmaceuticals USA, Inc.",Teva,Cardinal Health,10.0
