REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,406035705,HYDROCODONE,1.0,,,,,0.0,12312009,1.5135,500.0,912091358,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9143,406853001,OXYCODONE,1.0,,,096492037,,0.0,1222010,2.6895,100.0,1001060814,OXYCODONE HYDROCHLORIDE 30MG TABLET,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,30.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,406036001,HYDROCODONE,1.0,,,,,0.0,4012010,0.45405,100.0,1004002800,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,406035705,HYDROCODONE,1.0,,,,,0.0,4022010,1.5135,500.0,1004006418,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,406036101,HYDROCODONE,1.0,,,,,0.0,6142010,0.6054,100.0,1006043119,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,406036305,HYDROCODONE,1.0,,,,,0.0,7062010,3.027,500.0,1007011081,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9143,60951071270,OXYCODONE,1.0,,,102663948,,0.0,9212010,0.8965,100.0,1009062420,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,10.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,406036501,HYDROCODONE,1.0,,,,,0.0,9232010,0.3027,100.0,1009072355,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9193,53746014501,HYDROCODONE,1.0,,,,,0.0,11052010,0.45405,100.0,1011019987,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,FC1525940,RETAIL PHARMACY,"CUMBERLAND PHARMACY, INC",,1756 ANDERSON HWY,,CUMBERLAND,VA,23040,CUMBERLAND,S,9143,406052301,OXYCODONE,3.0,,,105982573,,0.0,1042011,2.6895,300.0,1101007387,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,10.0
