REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BE5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,60951070370,OXYCODONE,1.0,,,052400840,,,6072006,1.793,100.0,606040503,OXYCOD.HCL ER TABS;20MG/TAB,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,20.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,60951079770,OXYCODONE,2.0,,,073160221,,,7112007,1.793,200.0,707053410,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9193,406036005,HYDROCODONE,2.0,,,,,,1112008,4.5405,1000.0,801010002,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,406051201,OXYCODONE,12.0,,,073964222,,,7102008,5.379,1200.0,807013363,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,406851501,OXYCODONE,2.0,,,073964224,,,7222008,2.6895,200.0,807023819,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,15.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,59011010310,OXYCODONE,2.0,,,073964223,,,7222008,3.5860000000000003,200.0,807049041,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,20.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,60951071270,OXYCODONE,4.0,,,091392425,,,4232009,3.5860000000000003,400.0,904060110,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,406851501,OXYCODONE,6.0,,,091392451,,,7202009,8.0685,600.0,907024434,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,15.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9193,406036601,HYDROCODONE,1.0,,,,,,8192009,0.45405,100.0,908010715,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR5537507,CHAIN PHARMACY,ECKERD CORPORATION,RITE AID #11305,115 BRUNSWICK SQUARE COURT,,LAWRENCEVILLE,VA,23868,BRUNSWICK,S,9143,406055201,OXYCODONE,1.0,,,091392429,,,10072009,0.44825,100.0,910016192,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
