REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
PB0167127,DISTRIBUTOR,BLOODWORTH WHOLESALE DRUGS,,2128 YANK LAMB DRIVE,P.O. BOX 1849,TIFTON,GA,31793,TIFT,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,603389128,HYDROCODONE,1.0,,,,,,8302011,2.27025,500.0,1733,HYDROCODONE BITARTRATE & ACETA 7.5MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Bloodworth Wholesale Drugs,7.5
PB0167127,DISTRIBUTOR,BLOODWORTH WHOLESALE DRUGS,,2128 YANK LAMB DRIVE,P.O. BOX 1849,TIFTON,GA,31793,TIFT,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,603389028,HYDROCODONE,1.0,,,,,,12082011,1.5135,500.0,2413,HYDROCODONE BITARTRATE 5MG/ACETAMINO,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Bloodworth Wholesale Drugs,5.0
PB0167127,DISTRIBUTOR,BLOODWORTH WHOLESALE DRUGS,,2128 YANK LAMB DRIVE,P.O. BOX 1849,TIFTON,GA,31793,TIFT,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,53746014501,HYDROCODONE,2.0,,,,,,9072012,0.9081,200.0,3404,HYDROCODONE/IBUPROFEN 7.5MG/200MG TA,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",Bloodworth Wholesale Drugs,7.5
PB0167127,DISTRIBUTOR,BLOODWORTH WHOLESALE DRUGS,,2128 YANK LAMB DRIVE,P.O. BOX 1849,TIFTON,GA,31793,TIFT,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,57664017613,HYDROCODONE,2.0,,,,,,10022012,6.0539999999999985,1000.0,194,HYDROCODONE BITARTRATE & ACETA 10MG/,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",Bloodworth Wholesale Drugs,10.0
PB0167127,DISTRIBUTOR,BLOODWORTH WHOLESALE DRUGS,,2128 YANK LAMB DRIVE,P.O. BOX 1849,TIFTON,GA,31793,TIFT,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,57664017613,HYDROCODONE,1.0,,,,,,12122012,3.027,500.0,4704,HYDROCODONE BITARTRATE & ACETA 10MG/,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",Bloodworth Wholesale Drugs,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,591038801,HYDROCODONE,1.0,,,,,,1122006,0.15135,100.0,601019796,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,2.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,591350101,OXYCODONE,1.0,,,061048426,,,10272006,0.8965,100.0,610024637,OXYCODONE HCL 10MG TABS,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,591350201,OXYCODONE,2.0,,,061048422,,,12072006,3.5860000000000003,200.0,612023951,OXYCODONE HYDROCHLORIDE CR 20MG TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.",Purdue Pharma LP,McKesson Corporation,20.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,406036601,HYDROCODONE,1.0,,,,,,2142007,0.45405,100.0,702008164,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,12.0,,,071817482,,,6212007,5.379,1200.0,706012152,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,10.0,,,071817484,,,6292007,4.4825,1000.0,706012524,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,406036101,HYDROCODONE,1.0,,,,,,8012007,0.6054,100.0,708011435,HYDROCODO.BIT 10MG&AC USP TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,15.0,,,071817504,,,9102007,6.72375,1500.0,709010556,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,63481062770,OXYCODONE,1.0,,,075394905,,,1302008,0.2241,100.0,801059730,OXYCOD.HCL/APAP;2.5MG & 325MG/TAB;BO,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Endo Pharmaceuticals, Inc.","Endo Pharmaceuticals, Inc.",McKesson Corporation,2.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406052301,OXYCODONE,3.0,,,075394910,,,2282008,2.6895,300.0,802013321,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406055201,OXYCODONE,4.0,,,075675244,,,4142008,1.793,400.0,804015497,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406055201,OXYCODONE,2.0,,,075675232,,,8262008,0.8965,200.0,808016426,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,15.0,,,075675219,,,10082008,6.72375,1500.0,810013183,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,5.0,,,085079991,,,2182009,2.24125,500.0,902012300,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,406036701,HYDROCODONE,2.0,,,,,,3302009,1.2108,200.0,903012087,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,2.0,,,090970653,,,4072009,0.8965,200.0,904013147,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,59011010010,OXYCODONE,1.0,,,090970654,,,4082009,0.8965,100.0,904050351,OXYCONTIN - 10MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,59011010310,OXYCODONE,1.0,,,090970673,,,6012009,1.793,100.0,906050097,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,McKesson Corporation,20.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,5.0,,,093134219,,,9172009,2.24125,500.0,909012876,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406051201,OXYCODONE,6.0,,,095617975,,,1262010,2.6895,600.0,1001013516,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,53746020401,OXYCODONE,4.0,,,104150331,,,10202010,3.5860000000000003,400.0,1010044812,OXYCODONE HCL/ACETAMINOPHEN TABS 10M,OXYCODONE HYDROCHLORIDE,TAB,1.5,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,53746020401,OXYCODONE,2.0,,,104150342,,,11232010,1.793,200.0,1011048440,OXYCODONE HCL/ACETAMINOPHEN TABS 10M,OXYCODONE HYDROCHLORIDE,TAB,1.5,Amneal Pharmaceuticals LLC,"Amneal Pharmaceuticals, Inc.",McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,378710501,OXYCODONE,1.0,,,104150346,,,12102010,0.672375,100.0,1012006529,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Mylan Pharmaceuticals, Inc.","Mylan Pharmaceuticals, Inc.",McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,603388421,HYDROCODONE,1.0,,,,,,1212011,0.45405,100.0,1101031753,HYDROCODO.BIT 7.5MG TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,603389121,HYDROCODONE,3.0,,,,,,4052011,1.36215,300.0,1104037028,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,603388521,HYDROCODONE,1.0,,,,,,5132011,0.6054,100.0,1105037901,HYDROCODO.BIT 10MG&AC TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,603388421,HYDROCODONE,12.0,,,,,,6082011,5.4486,1200.0,1106043862,HYDROCODO.BIT 7.5MG TAB,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,406052301,OXYCODONE,10.0,,,112868251,,,7062011,8.965,1000.0,1107015115,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,McKesson Corporation,10.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,378710501,OXYCODONE,2.0,,,112868281,,,11162011,1.34475,200.0,1111008727,OXYCODONE HCL/ACETAMINOPHEN 7.5MG/32,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Mylan Pharmaceuticals, Inc.","Mylan Pharmaceuticals, Inc.",McKesson Corporation,7.5
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9143,603499821,OXYCODONE,6.0,,,116118702,,,3142012,2.6895,600.0,1203031979,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",McKesson Corporation,5.0
PD0029567,DISTRIBUTOR,MCKESSON CORPORATION,,DBA MCKESSON DRUG COMPANY,7721 POLK STREET,LANDOVER,MD,20785,PRINCE GEORGES,BR3522528,CHAIN PHARMACY,"RITE AID OF VIRGINIA, INC.",RITE AID #3318,670 KING STREET,,KEYSVILLE,VA,23947,CHARLOTTE,S,9193,50991057801,HYDROCODONE,1.0,,,,,,3192012,0.3027,100.0,1203040970,IBUDONE/HYDROCODONE BIT./IBUPROFEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,"Poly Pharmaceuticals, Inc.","Poly Pharmaceuticals, Inc.",McKesson Corporation,5.0
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,00406036005,HYDROCODONE,1.0,,,,,,1182012,2.27025,500.0,1201066388,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Cardinal Health,7.5
RW0243903,DISTRIBUTOR,CARDINAL HEALTH,,4 CARDINAL HEALTH CT.,,GREENSBORO,NC,27407,GUILFORD,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9193,00603389121,HYDROCODONE,1.0,,,,,,10092012,0.45405,100.0,1210038289,HYDROCODONE BITARTRATE/ACETA 7.5MG/3,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Cardinal Health,7.5
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9143,406851501,OXYCODONE,1.0,,,056461650,,,2092006,1.34475,100.0,603068168,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Smith Drug Company,15.0
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9143,603499828,OXYCODONE,2.0,,,056518942,,,4062006,4.482,1000.0,606120067,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Smith Drug Company,5.0
PS0001723,DISTRIBUTOR,SMITH DRUG COMPANY,,DIVISION JM SMITH CORP,9098 FAIRFOREST ROAD,SPARTANBURG,SC,29301,SPARTANBURG,BC5870806,RETAIL PHARMACY,CHARLOTTE DRUG COMPANY,,120 DAVID BRUCE AVENUE,PO BOX 728,CHARLOTTE COURT HOUSE,VA,23923,CHARLOTTE,S,9143,591082501,OXYCODONE,1.0,,,056518932,,,6122006,0.8965,100.0,606069394,OXYCODONE.HCL 10MG / APAP 650MG TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,"Actavis Pharma, Inc.","Allergan, Inc.",Smith Drug Company,10.0
