REPORTER_DEA_NO,REPORTER_BUS_ACT,REPORTER_NAME,REPORTER_ADDL_CO_INFO,REPORTER_ADDRESS1,REPORTER_ADDRESS2,REPORTER_CITY,REPORTER_STATE,REPORTER_ZIP,REPORTER_COUNTY,BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_NAME,BUYER_ADDL_CO_INFO,BUYER_ADDRESS1,BUYER_ADDRESS2,BUYER_CITY,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,TRANSACTION_CODE,DRUG_CODE,NDC_NO,DRUG_NAME,QUANTITY,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,DOSAGE_UNIT,TRANSACTION_ID,Product_Name,Ingredient_Name,Measure,MME_Conversion_Factor,Combined_Labeler_Name,Revised_Company_Name,Reporter_family,dos_str
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00603388728,HYDROCODONE,1.0,,,,,,12152011,3.027,500.0,1112046383,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Wal-Mart,10.0
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00406035705,HYDROCODONE,1.0,,,,,,5292012,1.5135,500.0,1205007159,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,5.0
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00406035901,HYDROCODONE,1.0,,,,,,6012012,0.45405,100.0,1206000773,HYDROCODONE BITARTRATE & ACETAMINOPH,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00406036601,HYDROCODONE,1.0,,,,,,7132012,0.45405,100.0,1207009883,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00406035801,HYDROCODONE,1.0,,,,,,7262012,0.45405,100.0,1207016173,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00406036601,HYDROCODONE,1.0,,,,,,8272012,0.45405,100.0,1208016504,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,SpecGx LLC,Mallinckrodt,Wal-Mart,7.5
RW0199908,DISTRIBUTOR,WAL-MART PHCY WAREHOUSE #46,,11121 ELLIOT PLACE,,WILLIAMSPORT,MD,21795,WASHINGTON,FW2782274,CHAIN PHARMACY,WAL-MART PHARMACY 10-5779,,16375 MERCHANT LANE,,KING GEORGE,VA,22448,KING GEORGE,S,9193,00603389021,HYDROCODONE,1.0,,,,,,10012012,0.3027,100.0,1210030982,HYDROCODONE BITARTRATE 5MG/ACETAMINO,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,TAB,1.0,Par Pharmaceutical,"Endo Pharmaceuticals, Inc.",Wal-Mart,5.0
RW0269654,DISTRIBUTOR,CARDINAL HEALTH,,1120 COMMERCE BLVD,,SWEDESBORO,NJ,8085,GLOUCESTER,FV2406898,CHAIN PHARMACY,"VIRGINIA CVS PHARMACY, L.L.C.",DBA CVS/PHARMACY # 392,11458 KINGS HIGHWAY,,KING GEORGE,VA,22485,KING GEORGE,S,9143,59011043010,OXYCODONE,1.0,,,112868028,,,8242011,2.6895,100.0,1108065915,OXYCONTIN 30MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,TAB,1.5,Purdue Pharma LP,Purdue Pharma LP,Cardinal Health,30.0
RW0269654,DISTRIBUTOR,CARDINAL HEALTH,,1120 COMMERCE BLVD,,SWEDESBORO,NJ,8085,GLOUCESTER,FV2406898,CHAIN PHARMACY,"VIRGINIA CVS PHARMACY, L.L.C.",DBA CVS/PHARMACY # 392,11458 KINGS HIGHWAY,,KING GEORGE,VA,22485,KING GEORGE,S,9143,406055201,OXYCODONE,6.0,,,114130061,,,9142011,2.6895,600.0,1109034994,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
RW0269654,DISTRIBUTOR,CARDINAL HEALTH,,1120 COMMERCE BLVD,,SWEDESBORO,NJ,8085,GLOUCESTER,FV2406898,CHAIN PHARMACY,"VIRGINIA CVS PHARMACY, L.L.C.",DBA CVS/PHARMACY # 392,11458 KINGS HIGHWAY,,KING GEORGE,VA,22485,KING GEORGE,S,9143,406051201,OXYCODONE,8.0,,,111053899,,,10072011,3.5860000000000003,800.0,1110016972,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,TAB,1.5,SpecGx LLC,Mallinckrodt,Cardinal Health,5.0
